longitude,latitude,start_date,end_date,label,id,index
-55.0480878315155,-11.8803703923065,2009-07-12,2010-08-29,Double_cropping,266,17
-55.0480878315155,-11.8803703923065,2010-08-13,2011-06-26,Double_cropping,267,17
-55.0480878315155,-11.8803703923065,2011-08-29,2012-06-25,Double_cropping,268,17
-55.0480878315155,-11.8803703923065,2012-09-29,2013-07-12,Double_cropping,269,17
-55.0480878315155,-11.8803703923065,2013-09-14,2014-07-28,Double_cropping,270,17
-55.0480878315155,-11.8803703923065,2014-09-14,2015-07-28,Double_cropping,271,17
-55.0480878315155,-11.8803703923065,2015-08-13,2016-08-28,Double_cropping,272,17
-55.0476667829576,-11.8782870589733,2000-09-29,2001-06-26,Forest,273,18
-55.0476667829576,-11.8782870589733,2001-07-28,2002-07-28,Forest,274,18
-55.0476667829576,-11.8782870589733,2002-09-14,2003-06-10,Forest,275,18
-55.0476667829576,-11.8782870589733,2003-11-01,2004-07-11,Single_cropping,276,18
-55.0476667829576,-11.8782870589733,2004-08-28,2005-07-12,Single_cropping,277,18
-55.0476667829576,-11.8782870589733,2005-11-01,2006-08-29,Double_cropping,278,18
-55.0476667829576,-11.8782870589733,2006-08-29,2007-06-10,Pasture,279,18
-55.0476667829576,-11.8782870589733,2007-08-29,2008-07-11,Double_cropping,280,18
-55.0476667829576,-11.8782870589733,2008-09-13,2009-08-13,Double_cropping,281,18
-55.0476667829576,-11.8782870589733,2009-07-28,2010-08-29,Double_cropping,282,18
-55.0476667829576,-11.8782870589733,2010-09-30,2011-07-12,Double_cropping,283,18
-55.0476667829576,-11.8782870589733,2011-09-14,2012-07-27,Double_cropping,284,18
-55.0476667829576,-11.8782870589733,2012-09-29,2013-07-12,Double_cropping,285,18
-55.0476667829576,-11.8782870589733,2013-09-30,2014-08-29,Double_cropping,286,18
-55.0476667829576,-11.8782870589733,2014-09-14,2015-07-28,Double_cropping,287,18
-55.0476667829576,-11.8782870589733,2015-08-29,2016-08-28,Double_cropping,288,18
-55.0472458136193,-11.8762037256402,2000-10-31,2001-08-13,Forest,289,19
-55.0472458136193,-11.8762037256402,2001-11-01,2002-07-12,Forest,290,19
-55.0472458136193,-11.8762037256402,2002-08-29,2003-06-26,Forest,291,19
-55.0472458136193,-11.8762037256402,2003-11-01,2004-07-11,Single_cropping,292,19
-55.0472458136193,-11.8762037256402,2004-10-15,2005-07-12,Pasture,293,19
-55.0472458136193,-11.8762037256402,2005-09-14,2006-08-29,Double_cropping,294,19
-55.0472458136193,-11.8762037256402,2006-08-13,2007-07-28,Double_cropping,295,19
-55.0472458136193,-11.8762037256402,2007-09-30,2008-07-11,Double_cropping,296,19
-55.0472458136193,-11.8762037256402,2008-08-28,2009-08-13,Double_cropping,297,19
-55.0472458136193,-11.8762037256402,2009-09-30,2010-07-28,Double_cropping,298,19
-55.0472458136193,-11.8762037256402,2010-09-30,2011-07-28,Double_cropping,299,19
-55.0472458136193,-11.8762037256402,2011-09-14,2012-07-11,Double_cropping,300,19
-55.0472458136193,-11.8762037256402,2012-09-29,2013-07-28,Double_cropping,301,19
-55.0472458136193,-11.8762037256402,2013-09-14,2014-08-29,Double_cropping,302,19
-55.0472458136193,-11.8762037256402,2014-10-16,2015-09-14,Double_cropping,303,19
-55.0472458136193,-11.8762037256402,2015-08-29,2016-07-11,Double_cropping,304,19
-55.0468249234978,-11.874120392307,2000-09-29,2001-07-28,Forest,305,20
-55.0468249234978,-11.874120392307,2001-11-01,2002-07-12,Forest,306,20
-55.0468249234978,-11.874120392307,2002-08-29,2003-06-10,Forest,307,20
